name,sa2_name,postcode
Beenak Nature Conservation Area,Yarra Valley,3139.0
Proposed Murray River Park (part),Mildura Surrounds,3489.0
Lake Beeac Wildlife Reserve (no hunting),Colac Surrounds,3241.0
Wandong Regional Park,Wallan,3658.0
Koetong to Shelley Rail Trail,Towong,3700.0
Brenanah Bushland Reserve,Loddon,3463.0
Barwidgee Creek Streamside Reserve,Myrtleford,3737.0
Orbost Rain Forest Centre,Orbost,3885.0
Holly Street Natural Features Reserve,Kangaroo Flat - Golden Square,3555.0
Ocean Grove Education Area,Ocean Grove,3222.0
Numurkah D59 Nature Conservation Reserve,Numurkah,3635.0
Mirampiram I40 Bushland Reserve,Nhill Region,3414.0
Illawarra H8A Bushland Reserve,Stawell,3374.0
Jawbone Marine Sanctuary,Williamstown,3016.0
Boundary Swamp Wildlife Reserve (hunting),Horsham Surrounds,
Baranduda Ranges,Baranduda - Leneva,
Walpeup Flora and Fauna Reserve,Mildura Surrounds,3489.0
Mount Jeffcott Flora and Fauna Reserve,Buloke,3393.0
Spring Creek Nature Conservation Reserve,Nagambie,3607.0
Mississippi No. 1 Mill Historic & Cultural Features Res.,Yarra Valley,3139.0
Jindivick G77 Bushland Reserve,Drouin,
Otway Forest Park,Winchelsea,3240.0
Grant Historic Area,Bruthen - Omeo,3699.0
Queenscliff Harbour Precinct Reserve,Point Lonsdale - Queenscliff,3225.0
Cullens Lake Wildlife Reserve (hunting),Gannawarra,3527.0
St Arnaud Regional Park,St Arnaud,3465.0
Kurth Kiln Regional Park,Emerald - Cockatoo,3781.0
Ouyen I83 Bushland Reserve,Mildura Surrounds,3489.0
Wedderburn Junction rail line Bushland Reserve,Loddon,3463.0
Clydesdale Bushland Reserve,Daylesford,3363.0
Lakes Entrance - Lake Tyers Coastal Reserve,Orbost,3885.0
Lake Linlithgow & Bullrush Swamp Lake Reserve,Southern Grampians,3294.0
Otway Forest Park,Lorne - Anglesea,3230.0
Gooseberry Hill Tunnel Historic & Cultural Features Res.,Maryborough Surrounds,3370.0
Dandenong Valley Parklands,Wantirna South,
Werribee Township Regional Park,Tarneit (West) - Mount Cottrell,
Kurth Kiln Regional Park,Yarra Valley,3139.0
Western Port Coastal Reserve (COM),Somerville,3911.0
Yeo Streamside Reserve,Colac Surrounds,3241.0
Eppalock Bushland Reserve,Bendigo Surrounds - South,
Pilchers Bridge Nature Conservation Reserve,Bendigo Surrounds - South,
Kulwin Flora and Fauna Reserve,Mildura Surrounds,3489.0
Lake Charlegrark Lake Reserve,West Wimmera,3318.0
Gadsen Bend Park,Robinvale,
Port Campbell National Park,Corangamite - South,3260.0
Lake Eildon National Park,Alexandra,3711.0
"North, Centre and other Lakes Wildlife Reserve (hunting)",West Wimmera,3318.0
Lake Paracelmic Lake Reserve,Ararat Surrounds,3373.0
Glenmaggie Regional Park,Maffra,3825.0
Clunes Common Nature Conservation Reserve,Creswick - Clunes,
Cranbourne Wetlands Nature Conservation Reserve,Lynbrook - Lyndhurst,
Otway Forest Park,Otway,3233.0
Waanyarra Nature Conservation Reserve,Loddon,3463.0
Greater Bendigo National Park,Bendigo Surrounds - North,3556.0
Tipperary Hill Historic & Cultural Features Res.,Maryborough Surrounds,3370.0
Merrinee Bushland Reserve,Mildura Surrounds,3489.0
Seven Creeks Wildlife Reserve (no hunting),Euroa,
Outtrim Bushland Reserve,Korumburra,3946.0
Yarrara Flora and Fauna Reserve,Mildura Surrounds,3489.0
Jobs Gully Bushland Reserve,California Gully - Eaglehawk,
Morvells Road (Amphitheatre) Bushland Reserve,Avoca,3467.0
Mount Wills Historic Area,Bruthen - Omeo,3699.0
Kooyoora State Park,Loddon,3463.0
Great Otway National Park,Otway,3233.0
Ararat Regional Park,Ararat Surrounds,3373.0
Moliagul Historic & Cultural Features Res.,Maryborough Surrounds,3370.0
"Godfrey Creek, Gobur Streamside Reserve",Alexandra,3711.0
Kinglake National Park,Kinglake,
Queenstown G58 Bushland Reserve,Panton Hill - St Andrews,3099.0
Miralie Bushland Reserve,Swan Hill Surrounds,3544.0
Castlemaine Diggings National Heritage Park,Daylesford,3363.0
St Arnaud H35 Bushland Reserve,St Arnaud,3465.0
Yarrara Flora and Fauna Reserve,Mildura Surrounds,3489.0
Pidgeon Tank Bushland Reserve,Mildura Surrounds,3489.0
Greater Bendigo National Park,Bendigo Surrounds - South,
Chewton H86 Bushland Reserve,Castlemaine,3450.0
Deep Lead Nature Conservation Reserve (No. 2),Stawell,3374.0
Langley I96 Bushland Reserve,Romsey,3432.0
Tambo floodplain Gippsland Lakes Reserve,Bruthen - Omeo,3699.0
Tabor (Buckleys) Swamp Wildlife Reserve (hunting),Southern Grampians,3294.0
Watery Gully Creek Natural Features Reserve,Wattle Glen - Diamond Creek,3089.0
Bambra Bushland Reserve,Winchelsea,3240.0
Melbourne Strategic Assessment Reserve,Wollert,3750.0
Ondit N39 Lake Reserve,Colac Surrounds,3241.0
Murray River K16 Streamside Reserve,Chiltern - Indigo Valley,3683.0
Mount Samaria State Park,Mansfield (Vic.),3713.0
Ballarat North Bushland Reserve,Ballarat North - Invermay,
San Remo Depot,Wonthaggi - Inverloch,3925.0
Barwon River Streamside Reserve,Bannockburn,
Alberton East Reserve,Yarram,3844.0
Lower Moira Bushland Reserve,Numurkah,3635.0
Yarrowee Bushland Reserve,Golden Plains - North,3360.0
Truganina South Nature Conservation Reserve,Truganina - South East,3027.0
Bungeet H125 Bushland Reserve,Benalla Surrounds,3670.0
Westgate Park,Port Melbourne Industrial,3008.0
Nullan I109 Bushland Reserve,Yarriambiack,3385.0
Proposed Murray River Park (part),Swan Hill Surrounds,3544.0
Patchewollock North Bushland Reserve,Mildura Surrounds,3489.0
Paradise Flora and Fauna Reserve,Yarriambiack,3385.0
OShannessy Bushland Reserve,Mildura Surrounds,3489.0
Loddon Falls Scenic Reserve,Daylesford,3363.0
Wyndham Streamside Reserve,Yea,3660.0
Piangil West Bushland Reserve,Swan Hill Surrounds,3544.0
Phillip Island Nature Park,Phillip Island,3922.0
Kanawinka H16 Bushland Reserve,West Wimmera,3318.0
Cocks Farm Bushland Reserve,Stawell,3374.0
Comet Hill Natural Features Reserve,Bendigo,
Shelbourne Nature Conservation Reserve,Bendigo Surrounds - South,
Yarck Nature Conservation Reserve,Alexandra,3711.0
Wareek H55 Bushland Reserve,Maryborough Surrounds,3370.0
Mount Granya State Park,Towong,3700.0
"Kew Land, Molesworth St",Kew - West,3101.0
Frenchmans School Bushland Reserve,Avoca,3467.0
Wehla Nature Conservation Reserve,Loddon,3463.0
Axedale Nature Conservation Reserve,Heathcote,
Traralgon South Flora and Fauna Reserve,Churchill,3842.0
Kinglake National Park,Panton Hill - St Andrews,3099.0
Kurth Kiln Regional Park,Emerald - Cockatoo,3781.0
Bitchigal Bushland Reserve,Yarriambiack,3385.0
Otway Forest Park,Winchelsea,3240.0
Coalville G218 Bushland Reserve,Trafalgar (Vic.),3824.0
Grampians National Park,Stawell,3374.0
Edenhope Natural Features Reserve,West Wimmera,3318.0
Grampians National Park,Ararat Surrounds,3373.0
Alpine National Park,Wangaratta Surrounds,3677.0
Yarra Valley Parklands (COM),Heidelberg - Rosanna,
Port Campbell National Park,Corangamite - South,3260.0
Yungera Bushland Reserve,Swan Hill Surrounds,3544.0
Tcham Lakes Lake Reserve,Buloke,3393.0
Butts Bushland Reserve,Nhill Region,3414.0
Moliagul Nature Conservation Reserve,Loddon,3463.0
Croajingolong National Park,Orbost,3885.0
Kooraweera Lakes Wildlife Reserve (no hunting),Corangamite - North,3251.0
Murray - Sunset National Park,Mildura Surrounds,3489.0
Lierschs Bushland Reserve,Yarriambiack,3385.0
Jindivick G77 Bushland Reserve,Drouin,
Bendigo Regional Park,Maiden Gully,
Lake Mannaor Wildlife Reserve (hunting),Swan Hill Surrounds,3544.0
Kiata Flora and Fauna Reserve,Nhill Region,3414.0
Yarrara Flora and Fauna Reserve,Mildura Surrounds,3489.0
Tiega I80 Bushland Reserve,Mildura Surrounds,3489.0
Delatite Bushland Reserve,Mansfield (Vic.),3713.0
Laen North Bushland Reserve,Buloke,3393.0
Great Otway National Park,Colac Surrounds,3241.0
Phillip Island Nature Park,Phillip Island,3922.0
Girl Guides Reserve,Wonthaggi - Inverloch,3925.0
Paradise Flora and Fauna Reserve,Yarriambiack,3385.0
Proposed Murray River Park (part),Moira,3649.0
Gaynor Swamp Wildlife Reserve (hunting),Rushworth,3523.0
Boosey H42 Bushland Reserve,Cobram,
Hepburn Regional Park,Daylesford,3363.0
Yea G125 Bushland Reserve,Yea,3660.0
Wilsons Promontory National Park,Wilsons Promontory,3960.0
Percydale Bushland Reserve,Avoca,3467.0
Yea G125 Bushland Reserve,Yea,3660.0
Maldon Historic Reserve,Castlemaine Surrounds,3364.0
Cairnlea Estate Nature Conservation Reserve,Cairnlea,
Tyrrell Creek Streamside Reserve,Buloke,3393.0
Warragul Bushland Reserve,Trafalgar (Vic.),3824.0
Happy Valley Crossing Streamside Reserve,Golden Plains - North,3360.0
River Murray Reserve (non-PV),Towong,3700.0
Mossman Park Bushland Reserve,Stawell,3374.0
Glenfern Valley Bushland Reserve,Upwey - Tecoma,3158.0
Western Port Coastal Reserve (COM),Hastings - Somers,3915.0
Lexton H5 Bushland Reserve,Avoca,3467.0
Great Otway National Park,Otway,3233.0
Jennings Bushland Reserve,Maryborough Surrounds,3370.0
Little Lake Charm Wildlife Reserve (hunting),Gannawarra,3527.0
Otway Forest Park,Otway,3233.0
Broken-Boosey State Park,Numurkah,3635.0
Vite Vite Streamside Reserve,Corangamite - North,3251.0
Bunyip State Park,Emerald - Cockatoo,3781.0
Bungador Stoney Rises Nature Conservation Reserve,Corangamite - South,3260.0
Mernda Streamside Reserve,Mernda - North,
Glenorchy Streamside Reserve,Stawell,3374.0
Seven Creeks Wildlife Reserve (no hunting),Euroa,
Karawinna Bushland Reserve,Mildura Surrounds,3489.0
Nathalia Natural Features Reserve,Numurkah,3635.0
Ravenhall Nature Conservation Reserve,Rockbank - Mount Cottrell,
Griffith Lagoon Nature Conservation Reserve,Gannawarra,3527.0
Major Creek Streamside Reserve,Nagambie,3607.0
Arthurs Seat State Park,Dromana,3936.0
Newhaven Jetty,Phillip Island,3922.0
Warneet South Jetty,Pearcedale - Tooradin,3980.0
Yarrangook Bushland Reserve,Nhill Region,3414.0
"Trestle Bridge, Tucker Box Ck Historic Reserve",Towong,3700.0
Everton I78 Bushland Reserve,Wangaratta Surrounds,3677.0
Huntly Natural Features Reserve,Bendigo Surrounds - North,3556.0
Echuca Historic & Cultural Features Res.,Echuca,
Kanni Flora Reserve,Orbost,3885.0
Murray - Sunset National Park,Mildura Surrounds,3489.0
Macedon Regional Park,Woodend,3458.0
Wilkin Flora and Fauna Reserve,Glenelg (Vic.),3292.0
Great Otway National Park,Colac Surrounds,3241.0
Kinglake East Bushland Reserve,Kinglake,
Nurcoung Bushland Reserve,West Wimmera,3318.0
Central Deborah Tourist Mine Historic & Cultural Features Res.,Bendigo,
Great Otway National Park,Lorne - Anglesea,3230.0
Rail Bridge (Dry Forest Ck) Historic Reserve,Towong,3700.0
Seaspray Reserves,Longford - Loch Sport,3852.0
Jobs Gully Bushland Reserve,California Gully - Eaglehawk,
Heathcote-Graytown National Park,Heathcote,
Great Sandstone Mine Bushland Reserve,Loddon,3463.0
Butts Bushland Reserve,Nhill Region,3414.0
Faux Bridge Streamside Reserve,Stawell,3374.0
Jancourt Nature Conservation Reserve,Corangamite - South,3260.0
Broadford G110 Bushland Reserve,Kilmore - Broadford,
Menzies Creek Bushland Reserve,Belgrave - Selby,
Port Phillip Bay Coastal Reserve (COM),Portarlington,3223.0
Snowy River National Park,Orbost,3885.0
Annuello Bushland Reserve,Swan Hill Surrounds,3544.0
Dowdle Swamp Wildlife Reserve (hunting),Moira,3649.0
Potholes Cave Reserve,Orbost,3885.0
River Murray Reserve (non-PV),Mildura - South,3500.0
Castlemaine Diggings National Heritage Park,Castlemaine,3450.0
Kooyoora State Park,Loddon,3463.0
Maldon Historic Reserve,Castlemaine Surrounds,3364.0
Ghin Ghin G115 Bushland Reserve,Yea,3660.0
Kings Flat Flora Reserve,Foster,3957.0
Scrubby Lake Lake Reserve,West Wimmera,3318.0
Jamieson River/Deep Creek Nature Conservation Reserve,Mansfield (Vic.),3713.0
Proposed Murray River Park (part),Swan Hill Surrounds,3544.0
Clarks Tank Bushland Reserve,Swan Hill Surrounds,3544.0
"Goulburn River, Killingworth Rd Streamside Reserve",Yea,3660.0
Cowangie Bushland Reserve,Mildura Surrounds,3489.0
Balrook Bushland Reserve,Glenelg (Vic.),3292.0
Birdcage Flora and Fauna Reserve,Nhill Region,3414.0
Phillip Island Nature Park,Phillip Island,3922.0
Creswick Regional Park,Creswick - Clunes,
Wanalta Weir Historic & Cultural Features Res.,Rushworth,3523.0
Kinglake National Park,Panton Hill - St Andrews,3099.0
Wombat Creek Nature Conservation Reserve,Orbost,3885.0
Great Otway National Park,Lorne - Anglesea,3230.0
Mount Stewart Natural Features and Scenic Reserve,Alps - East,3707.0
Dandenong Valley Parklands (COM),Glen Waverley - East,
Gellibrand Bushland Reserve,Otway,3233.0
Bendigo Regional Park,Bendigo Surrounds - South,
Tower Hill Wildlife Reserve (hunting),Moyne - West,3275.0
The Reserve Wildlife Reserve (hunting),West Wimmera,3318.0
Macedon Regional Park,Macedon,3440.0
Kinglake National Park,Kinglake,
Patchewollock I117A Bushland Reserve,Yarriambiack,3385.0
Lang Lang Education Area,Wonthaggi - Inverloch,3925.0
Mount Arapiles-Tooan State Park,Horsham Surrounds,
Broken-Boosey State Park,Numurkah,3635.0
Boinka Flora Reserve,Mildura Surrounds,3489.0
Great Otway National Park,Otway,3233.0
Heathcote-Graytown National Park,Heathcote,
Shepparton Regional Park,Shepparton Surrounds - West,3610.0
Coonooer East I159 Bushland Reserve,Buloke,3393.0
Healesville Gorge Bushland Reserve,Lilydale - Coldstream,
Cowangie Bushland Reserve,Mildura Surrounds,3489.0
Kerrisdale Bushland Reserve,Yea,3660.0
Yarra Ranges National Park,Yarra Valley,3139.0
Port Phillip Heads Marine National Park,Point Lonsdale - Queenscliff,3225.0
Timberoo Flora and Fauna Reserve,Mildura Surrounds,3489.0
Mount Doboobetic Bushland Reserve,Buloke,3393.0
Timberoo Flora and Fauna Reserve,Mildura Surrounds,3489.0
Wando River Streamside Reserve,Glenelg (Vic.),3292.0
Bonnie Brae Streamside Reserve,Foster,3957.0
Croajingolong National Park,Orbost,3885.0
Bulla Bulla Streamside Reserve,Greenvale - Bulla,3059.0
Yambuk Wetlands Nature Conservation Reserve,Moyne - West,3275.0
Phillip Island Nature Park,Phillip Island,3922.0
Red Jacket Cemetery Historic & Cultural Features Res.,Mount Baw Baw Region,3831.0
Mount Wills Historic Area,Bruthen - Omeo,3699.0
Otway Forest Park,Otway,3233.0
Clunes Common Nature Conservation Reserve,Creswick - Clunes,
Burbank Creek Streamside Reserve,Avoca,3467.0
Nurmurkah - Picola rail line Bushland Reserve,Numurkah,3635.0
Ararat Regional Park,Ararat Surrounds,3373.0
Edenhope Flora Reserve,West Wimmera,3318.0
Port Campbell National Park,Corangamite - South,3260.0
Murmungee H37 Bushland Reserve,Bright - Mount Beauty,3697.0
North Western Port Nature Conservation Reserve,Somerville,3911.0
Wychitella Nature Conservation Reserve,Loddon,3463.0
Bendigo Regional Park,California Gully - Eaglehawk,
Wychitella Nature Conservation Reserve,Loddon,3463.0
Metung Bushland Reserve,Lakes Entrance,3903.0
Huntly Streamside Reserve,White Hills - Ascot,3550.0
Irrewillipe Bushland Reserve,Colac Surrounds,3241.0
Port Franklin - Port Welshpool Coastal Reserve,Foster,3957.0
Steiglitz Historic Park,Golden Plains - South,3328.0
Broken-Boosey State Park,Moira,3649.0
Kinglake National Park,Panton Hill - St Andrews,3099.0
Hepburn Regional Park,Daylesford,3363.0
Yarra Valley Parklands,Eltham,
Towan Plains Flora and Fauna Reserve,Swan Hill Surrounds,3544.0
Great Western H24 Bushland Reserve,Stawell,3374.0
Bay of Islands Coastal Park,Warrnambool - South,3277.0
Otway Forest Park,Otway,3233.0
Selby G193 Bushland Reserve,Belgrave - Selby,
Deep Lead Nature Conservation Reserve (No. 2),Stawell,3374.0
Mount Buckra Scenic Reserve,Buloke,3393.0
Kooraweera Lakes Wildlife Reserve (no hunting),Corangamite - North,3251.0
Gredgwin School Bushland Reserve,Loddon,3463.0
Verandah Swamp Wildlife Reserve (no hunting),Horsham Surrounds,
Yallock-Bulluk Marine & Coastal Park,Wonthaggi - Inverloch,3925.0
Avoca North Bushland Reserve,Avoca,3467.0
Grampians National Park,Stawell,3374.0
Dering Flora and Fauna Reserve,Yarriambiack,3385.0
Lysterfield Park,Narre Warren North,
Underbool I88 Bushland Reserve,Mildura Surrounds,3489.0
Mernda Streamside Reserve,Mernda - North,
Mitta Mitta River K26 Streamside Reserve,Towong,3700.0
Larni Barramal Yaluk Creek Streamside Reserve,Daylesford,3363.0
Sandford Streamside Reserve,Glenelg (Vic.),3292.0
Port Campbell National Park,Corangamite - South,3260.0
Queens Park Reserve (Lorne),Lorne - Anglesea,3230.0
Castlemaine Diggings National Heritage Park,Daylesford,3363.0
Dandenong Valley Parklands,Wheelers Hill,3150.0
Providence Ponds Flora and Fauna Reserve,Longford - Loch Sport,3852.0
Lake Natimuk and Natimuk Creek Lake Reserve,Horsham Surrounds,
Silvan Reservoir Park,Mount Dandenong - Olinda,3154.0
Gembrook G204 Bushland Reserve,Emerald - Cockatoo,3781.0
Otway Forest Park,Otway,3233.0
Victoria Star Mine Historic Reserve,Orbost,3885.0
Grampians National Park,Stawell,3374.0
Bendigo Regional Park,California Gully - Eaglehawk,
Kinglake National Park,Wallan,3658.0
Timbarra River South Nature Conservation Reserve,Orbost,3885.0
Turkeeth N46 Lake Reserve,Colac Surrounds,3241.0
Raymond Island Gippsland Lakes Reserve,Paynesville,3875.0
Burgess Swamp Wildlife Reserve (no hunting),Glenelg (Vic.),3292.0
Lake Cartcarrong Lake Reserve,Moyne - East,3265.0
Cranbourne Wetlands Nature Conservation Reserve,Lynbrook - Lyndhurst,
Brimy Bill (5 Mile Lake) Wildlife Reserve (no hunting),Swan Hill Surrounds,3544.0
Wonthaggi Railway Historic Reserve,Wonthaggi - Inverloch,3925.0
Yarra Valley Parklands,Eltham,
Dergholm State Park,West Wimmera,3318.0
Warramate Hills Nature Conservation Area,Wandin - Seville,3770.0
Ecologically Managed Minor Area Park,Mildura Surrounds,3489.0
Corack East I139 Bushland Reserve,Buloke,3393.0
Bendigo Regional Park,Bendigo Surrounds - North,3556.0
Fosters Lake Waterhole Nature Conservation Reserve,Wangaratta Surrounds,3677.0
Lerderderg Four Wheel Drive Training Facility Education Area,Bacchus Marsh Surrounds,
Bael Bael Grassland N.C.R. (addition) Nature Conservation Reserve,Gannawarra,3527.0
Macedon Regional Park,Macedon,3440.0
Tunstalls Nature Conservation Reserve,Maryborough Surrounds,3370.0
Proposed Murray River Park (part),Robinvale,
Bambra Bushland Reserve,Winchelsea,3240.0
Burnell I35 Bushland Reserve,Mildura Surrounds,3489.0
Lower Yarra River land (addition) Park,Abbotsford,
Lorquon I63 Bushland Reserve,Nhill Region,3414.0
Lough Calvert Lake Reserve,Colac Surrounds,3241.0
Toltol I263 Bushland Reserve,Swan Hill Surrounds,3544.0
Hepburn Regional Park,Daylesford,3363.0
Grant Historic Area,Alps - West,3723.0
Bendigo Regional Park,Bendigo Surrounds - North,3556.0
Cape Liptrap Coastal Park,Foster,3957.0
Bethanga Historic Area,Towong,3700.0
Nar-Nar-Goon G73 Bushland Reserve,Emerald - Cockatoo,3781.0
Deep Creek Streamside Reserve,Numurkah,3635.0
Terrick Terrick National Park,Loddon,3463.0
Whipstick Gully Natural Features Reserve,Foster,3957.0
Holcombe I84 Bushland Reserve,Daylesford,3363.0
Puffing Billy Historic & Cultural Features Res.,Emerald - Cockatoo,3781.0
Grant Historic Area,Alps - West,3723.0
Freshwater Lake Reserve,Southern Grampians,3294.0
Great Otway National Park,Otway,3233.0
Yarra Valley Parklands,Templestowe Lower,3107.0
Kooyoora State Park,Loddon,3463.0
Yalca Bushland Reserve,Numurkah,3635.0
The Pines Flora and Fauna Reserve,Frankston North,3200.0
Burke I93 Bushland Reserve,Kyneton,3446.0
Shelbourne Nature Conservation Reserve,Bendigo Surrounds - South,
Sale Camping Reserve Gippsland Lakes Reserve,Longford - Loch Sport,3852.0
Woolshed Swamp Sheepwash Historic & Cultural Features Res.,Loddon,3463.0
Strathmerton Bushland Reserve,Numurkah,3635.0
Combienbar River Nature Conservation Reserve,Orbost,3885.0
Mount Stewart Nature Conservation Reserve,Alps - East,3707.0
Waanyarra Nature Conservation Reserve,Loddon,3463.0
